docId,title,authorId,authorName,voteid,round1Score,round1Rank,round2Score,round2Rank,round3Score,round3Rank,final,competitionId
fb6fa7d089c5931094bb258f730afaf1,Ghost,cdbarham,Cooper Barham,46366,2.5,207,-1.0,207,-1.0,207,207,294
af27acbcab4ae0640b92a3c00a8451b1,Aflame,timyoung,Tim Young,46376,2.5,208,-1.0,208,-1.0,208,208,294
1c6be3f10e4681f055a08dc61e03235a,Born To Run,RobertLJones,Robert Jones,46529,2.5,209,-1.0,209,-1.0,209,209,294
ea54d72424448904da0165e60293037b,Necessary Distraction ,bradleycbyers,Bradley C. Byers,46547,2.5,210,-1.0,210,-1.0,210,210,294
920c0e4b62c9029a37511a5b17308da0,Where Your Treasure Is...,judyharper,Judith Harper,46724,2.5,212,-1.0,212,-1.0,212,212,294
3610e0e67ac4eff8af54ce1400e64a42,Fallout,connorcampbell,Connor Campbell,46777,2.5,213,-1.0,213,-1.0,213,213,294
9ce8af027c963eb31c5176267d08bf7e,"All of Winona, Mississippi Votes",karenknox,Karen Knox,46813,2.5,214,-1.0,214,-1.0,214,214,294
1242ec87ee72ac23ce63fdbfc34793ba,The Mountain,alking,Al King,46382,2.4,215,-1.0,215,-1.0,215,215,294
df6563ad005524839c1087512ab7b434,Learned Hopefulness,gracehamilton,Grace Hamilton,46528,2.4,218,-1.0,218,-1.0,218,218,294
8f9bbf11c79281b7d4f4b7c0ec14d0de,Lowstander,masonboyles,Mason Boyles,46564,2.4,219,-1.0,219,-1.0,219,219,294
5cd2d7b389af31467d6f0e7d1643e404,A Surprising End,mrmike13,M J Sewall,46706,2.4,221,-1.0,221,-1.0,221,221,294
6a5531c9a0c3069b8ecc210716e27320,If You Forget Me,abigailjoy,Abigail Kurtz,46756,2.4,222,-1.0,222,-1.0,222,222,294
0448ac4e60ced0b92403b783efd4877a,The Underground Cook,pajkaj1,Jill Pajka,46410,2.33,223,-1.0,223,-1.0,223,223,294
b70a0eb2234ac5f8e6ab004af10ed1f9,WORK SWEAT KIDS...AND A DATE,pasamu,adewale kiladejo,46735,2.25,225,-1.0,225,-1.0,225,225,294
278092904aedc088dd4e32f33a88df6e,The Sniper,felicityharley,Felicity Harley,46334,2.2,226,-1.0,226,-1.0,226,226,294
8c30aa0f5befebbf7e28f45346eeec60,FINANCIAL ATTRIBUTES,ginger,Tina Tabuteau,46325,2.17,228,-1.0,228,-1.0,228,228,294
a0e72f0cccd9db3223a5e5701a927b80,Once Upon a Wedding,PatsyPH,Patsy Pratt-Herzog,46399,2.17,229,-1.0,229,-1.0,229,229,294
87e16471e2e6327e1de43b0fd886eec8,Dim Light,groesch,george johnson,46245,2.0,234,-1.0,234,-1.0,234,234,294
7eafdd7c1e90cf11a5f1d8e1913327c2,The Pilkers,jackostalk,Eric Westerlind,46276,2.0,235,-1.0,235,-1.0,235,235,294
a9fa9f3109218d4c2e4dfa2de0556d37,How to float in a pool without water.,drew_knapp,Drew Knapp,46420,2.0,236,-1.0,236,-1.0,236,236,294
5277e13ab38f3b66edd13a64a063837e,Suffocating in the Shadows,jenifermerritt,Jenifer Merritt,46545,2.0,237,-1.0,237,-1.0,237,237,294
6386eb1fa1cb52150143474536ac8a3e,Stacy's Star,manic4love,Albert Kwak,46660,2.0,238,-1.0,238,-1.0,238,238,294
8e20721ffd8349318b3a63fd4a729348,Lead Chamber,alessioalexgirotti,Alessio Girotti,46305,1.83,239,-1.0,239,-1.0,239,239,294
9024661bba8c9bb0bd240f5bedf3d7df,The Bull,Rheinlander,Erik Heen,46306,1.83,240,-1.0,240,-1.0,240,240,294
60e970c80b23ff53ec7a96e00e2b786d,Romance and The Squire: Christina-A First Love,dcogswel,Dennis Cogswell,46451,1.8,241,-1.0,241,-1.0,241,241,294
8950b1628239ac6ae5f80c67ca72c397,The Intervention,jefflewis,jeff lewis,46273,1.67,243,-1.0,243,-1.0,243,243,294
56935dc0f9501b67ff487f3dde235dcb,Enoshima,Mucaro,Julio Alvarado,46671,1.67,246,-1.0,246,-1.0,246,246,294
481bc64d71794ac217c056505f751c44,Lurker Station,reydegato,HECTOR FELIX,46783,1.67,248,-1.0,248,-1.0,248,248,294
9cf2e8f977d641caf9a1acf4fd67e22d,Sunday Mass,joshuacrawford,josh crawford,46542,1.6,249,-1.0,249,-1.0,249,249,294
55e953dcf710d7c39b9a30cd47d51ce1,Plan B,cpaulbay,C. Paul Bay,46794,1.5,251,-1.0,251,-1.0,251,251,294
76bcd7f4068801dad713882921d9ee43,Searching for the Shore,markredmond,Mark Redmond,46324,1.4,253,-1.0,253,-1.0,253,253,294
d3f699f348cf88ec248422732e509c90,Gisbourne,Thinker,T. Hersey,46252,1.33,255,-1.0,255,-1.0,255,255,294
5670f714cdf721bb3ca0bf4384a9f441,Shake Feet and Trade Hares Already,atsammar,Alexander Sammartino,46512,-1.0,270,-1.0,270,-1.0,270,256,294
ea3c1a38b5d692d4ee6ad5e51e473a1c,Saudade,marcusemanuel,Marcus Emanuel,46689,-1.0,278,-1.0,278,-1.0,278,257,294
1c1551bfe289152a547fdef1ee17fa45,Shiksa in the Midst,jhronson,Jeannette Ronson,46479,-1.0,267,-1.0,267,-1.0,267,260,294
051bc5cbf081dfa64523fe118c687a7d,Something Sphinx,jeffmartin,Jeff Martin,46474,-1.0,269,-1.0,269,-1.0,269,263,294
9e29690945d40ae9b666671a545a9a9c,In Sri Lanka,rthomas,rthomas rthomas,46233,-1.0,256,-1.0,256,-1.0,256,264,294
dfed11a36b58b2b63af752bd2be6a479,The Beast with Six Backs,codynygard,Cody Nygard,46502,-1.0,268,-1.0,268,-1.0,268,265,294
b6b806c10c747a421c17a2ad2fee5066,Mr. Linden's Library,madisoncrader,Madison Crader,46814,-1.0,283,-1.0,283,-1.0,283,266,294
99d40d85739afa1c34904b66af7d49fe,Floater,RedHarring,David Harrington,46597,-1.0,276,-1.0,276,-1.0,276,268,294
538ad8d07a46b295abc1ae769880471e,Last Dance,melissawhite,Melissa White,46288,-1.0,258,-1.0,258,-1.0,258,269,294
0249bfd017c87a99781c8cae9ca853e7,Animal Bones,johndorsch,John Joseph Dorsch,46364,-1.0,263,-1.0,263,-1.0,263,270,294
e6926f6c5bc811dd23e0e216131be8b5,Alien,angieliao,Angie Liao,46343,-1.0,261,-1.0,261,-1.0,261,271,294
8ee98618df035b6623b7a2d9fe51df6b,10 to 20,mitchellcharman,Mitchell Charman,46336,-1.0,260,-1.0,260,-1.0,260,272,294
b776e312b874b9f06f1259e55ffec99a,A Soldiers Question,dave1449,David Ramos,46774,-1.0,281,-1.0,281,-1.0,281,276,294
1990c7465d29473f840412836ec00481,An Accidental Therapist,christopherschahfer,Christopher Schahfer,46534,-1.0,273,-1.0,273,-1.0,273,277,294
323d0be02a3953a45ee59026a2a93f7d,I Wanted To Be Beautiful,swanhuntley,swan huntley,46533,-1.0,272,-1.0,272,-1.0,272,278,294
fee4feb094c28224cf7d5c87262bc180,When you wake up I have something to tell you,silviabonilla,Silvia Bonilla,46716,-1.0,280,-1.0,280,-1.0,280,279,294
f39dde36e047e7cdd3cae0ae21260446,Driving Lessons,godotperdue,christl perkins,46427,-1.0,265,-1.0,265,-1.0,265,283,294
1de80c1e91c5748ea131ea0369d5845b,Bonneville,anthonyburnett,Tony Burnett,47263,2.6,303,-1.0,303,-1.0,303,303,298
db3dd681aebb5f1795d869295c57fccd,Duty Calls,eleanoradams,Eleanor Adams,46951,2.5,306,-1.0,306,-1.0,306,306,298
da220801f7ee1a8b2b84a20181d3c3e8,Seeds of the Pomegranate,barijess,Linda Tucker,47671,2.5,308,-1.0,308,-1.0,308,308,298
426f22fbec4889220befbd7c304375f5,Disclosure,ashg1305,Ashley Goldberg,47712,2.5,309,-1.0,309,-1.0,309,309,298
154de94d432331e892ff9fa434ac1032,Anniversary,donaldwheelock,Donald Wheelock,47461,2.5,310,-1.0,310,-1.0,310,310,298
b3feab7ffb42a836159d231014f046ec,Just a Number,dhuckabee,David Huckabee,47906,2.5,311,-1.0,311,-1.0,311,311,298
18d6171e578cf6e205422a71c6e91e93,My Escape,mendykittner,Mendy Kittner,47131,2.4,312,-1.0,312,-1.0,312,312,298
aef8088906c24ed7a1e23c76ca7aa1e2,Mortician,tituswillard,Titus Willard,47585,2.4,314,-1.0,314,-1.0,314,314,298
f76af41b5dc499d2a76abdb5c1a95257,What We Tell Ourselves,logsdon,logsdon logsdon,47610,2.4,315,-1.0,315,-1.0,315,315,298
b7e94b8ca9b4d19419031e85bfc209bf,Floater,RedHarring,David Harrington,47046,2.4,317,-1.0,317,-1.0,317,317,298
bd828ba77c5ac3a0de7f1109a9f52be4,Same Ole' Cup of Coffee,roberstio,Robert Stio,48053,2.4,320,-1.0,320,-1.0,320,320,298
6ed9d18f74885288aef2accd01c6743e,The Use of Things,Dreama,Kelly Canavan,47107,2.33,322,-1.0,322,-1.0,322,322,298
5d3ab1015649c3a6168ec9b6852acfb8,Salt The Earth To See,fergusonporter,Ferguson Porter,47601,2.33,323,-1.0,323,-1.0,323,323,298
1ec972719e93414dd2423f4efa60ca37,Howling Neon Flats,Meredith,Meredith Bateman,48021,2.33,327,-1.0,327,-1.0,327,327,298
81bfecfc4312c4ce45df16075b221290,Walking Around,audreyshanti,Audrey Post,47680,2.25,330,-1.0,330,-1.0,330,330,298
b4b6d2effdaf490bb052f6bd903308e0,Welcome News,delamoor302,john sullivan,47428,2.2,333,-1.0,333,-1.0,333,333,298
0164023102f8656296f28f743f1322af,A HOLE IN ONE,alking,Al King,47306,2.2,334,-1.0,334,-1.0,334,334,298
32142a2f89aa72056b20e1215f066363,"""Pharaoh"" by: D.R.ScribbleDribble",DRScribbleDribb,Keith Allen Greene,47812,2.2,335,-1.0,335,-1.0,335,335,298
6f809281ff486fd6087283a1d2309c1f,KINDNESS AS WEAKNESS,lornacoppola,Lorna Coppola,47540,2.17,336,-1.0,336,-1.0,336,336,298
ea01dc61b44cfb133820f4897d44bec2,Her Departure,truart,donald eichelberger,47883,2.17,337,-1.0,337,-1.0,337,337,298
448946de76b1e05979b761a7a007c73f,The Vegan Bowl,robertocarcache,Roberto Carcache Flores,47497,2.0,339,-1.0,339,-1.0,339,339,298
a6f6a1ff27f744c027e8042193feccac,Coma by the Sea,johnhawkins,John Hawkins,47890,2.0,343,-1.0,343,-1.0,343,343,298
287839e18e8f8ee1099f9f74dc3c7c19,The Red Snowflake,SteveZappa,Steve Zappa,46898,1.83,346,-1.0,346,-1.0,346,346,298
114790e2a5055b2dc43d1d15df361a60,Picassos in Prison,davidmenear,DAVID MENEAR,47215,1.83,347,-1.0,347,-1.0,347,347,298
3efb6a126d5ab98a1244534c0dea7652,Only the Trees,nicklauswenzel,Nicklaus Wenzel,46948,1.83,348,-1.0,348,-1.0,348,348,298
79a5df5b56008623505a510a39943112,Rose,sindymau,Sindy Mau,47042,1.8,349,-1.0,349,-1.0,349,349,298
369cd74f71cf8fc8cb5dc06ca85117d0,Glass Houses,dominiquecieri,Dominique Cieri,47621,1.8,350,-1.0,350,-1.0,350,350,298
0e49407c5881903bd9765d63af7c88b6,Knowing Your Neighbors,zacharybennington,Zachary Bennington,47824,1.8,351,-1.0,351,-1.0,351,351,298
537b4934590b5be245e127e05f7910d8,As Simple Lies,donmorie2005,TR August,47977,1.8,352,-1.0,352,-1.0,352,352,298
d92e967d4beb489a5bee766f50e36183,Childhood Issues,telljoshstuff,Joshua Roberts,47286,1.75,355,-1.0,355,-1.0,355,355,298
907e4c088e4deb70812fb639ec4eaa5e,FEAR,thomasbacker,Tom Backer,47600,1.75,356,-1.0,356,-1.0,356,356,298
27d5c11f08429aa05c958d044fe10c06,Six Frozen Pieces,tiwannalewis,Tiwanna Lewis,46891,1.67,360,-1.0,360,-1.0,360,360,298
fc0ba0882ec4426159dcb4dc7f3e9621,An Unexpected Consequence,mysterian,Steve Bruno,46906,1.67,361,-1.0,361,-1.0,361,361,298
73d0ca7be37dce65e94f7821c6224b53,The Wings,jefflewis,jeff lewis,46870,1.67,362,-1.0,362,-1.0,362,362,298
b3aec8533b890b433cfe8df19657f6d3,Prey,meganlynn,Megan Lynn,47807,1.67,363,-1.0,363,-1.0,363,363,298
2b7e5e2f6aed3a6b5550d3e7c83441cd,30 hrs until New York.,brittanyking,BRITTANY KING,46877,1.5,364,-1.0,364,-1.0,364,364,298
f9ec660b3b5ed94a5c6be84d82d0a21a,Turtle,vickyle,Victoria Le,46892,1.4,366,-1.0,366,-1.0,366,366,298
a1fd84687f091f62e1321421a6c86a2d,Mission Preposterous,RuthieJ,Ruth Jackson,47905,1.33,371,-1.0,371,-1.0,371,371,298
78c11825729436961737b332ae91a34c,A Simple Hello,sydgentry,Sydney Gentry,47130,1.2,373,-1.0,373,-1.0,373,373,298
75d1fb4525f84d1c2db3296286c372df,A Dream Within a Dream,karaspain,Kara Spain,47692,1.17,374,-1.0,374,-1.0,374,374,298
9ba1e523c70e4774508582bb7dd7cfa1,The Paperback,markrodgers,Mark Rodgers,47343,1.0,375,-1.0,375,-1.0,375,375,298
770161a58edcf7e0c60eedb795a8739a,The Joy and HArdship of an African Immigrant in Spain,heytommalone,Thomas Malone,48032,1.0,377,-1.0,377,-1.0,377,377,298
71d35cffb27071de841ba5ac761a43cb,7 Minutes with Charlie,jaybaylor89,Jordan Baylor,47843,-1.0,485,-1.0,485,-1.0,485,378,298
ef53decd0623c5959bf907b7f9e21c95,Magic Fingers,Hypobifty,Danny Bellini,46958,-1.0,395,-1.0,395,-1.0,395,380,298
8b79126234e388f5c40fa2458b5207cf,Cool Water on Her face,rosscherlena,Winnie Ross,47794,-1.0,483,-1.0,483,-1.0,483,383,298
bce86113d87eabbdf30ca49b0e7e3cbb,The Babysitter,tracymayfuad,Tracy May Fuad,47183,-1.0,426,-1.0,426,-1.0,426,388,298
c3e1217f4cad396bd8715106d0e4cc91,Maria,stellajordan,Stella Jordan,47036,-1.0,411,-1.0,411,-1.0,411,391,298
e8d36bd87da3ce47a4636a8de48f1d09,Natural History,nealejones,Neale Jones,47035,-1.0,410,-1.0,410,-1.0,410,392,298
a7d26492c3bc84dc840ef3f79ef15a8f,Pumpkin Pie,MJMarzec,Michael J. Marzec,47032,-1.0,415,-1.0,415,-1.0,415,393,298
eb5f989c7765174da1aa976586a572d4,Pink Tissue,OKSmith312,Matt Smith,47028,-1.0,490,-1.0,490,-1.0,490,394,298
9556dcde7ae90cc6686aae7db63eb071,The Life Couch,brianbartels,Brian Bartels,47073,-1.0,414,-1.0,414,-1.0,414,400,298
1b2c79329040a7180aa110d4db419f6e,You Can't Catch Me,davidwildman,David Wildman,47148,-1.0,425,-1.0,425,-1.0,425,403,298
167e9a8cd616cf64bca83123d291997a,For Freedom's Sake,merifernandez,Meri Fernandez,59306,3.8,87,-1.0,102,-1.0,102,102,354
1507cb7a131bae577a78707479f1fad9,The Final Question,schtate93,Tatum Schad,58945,3.8,88,-1.0,103,-1.0,103,103,354
bba73dabb504e58626c4c3e1e57c8d78,No Turn on Red,Burenchi,Brent Leoni,59523,3.8,92,-1.0,107,-1.0,107,107,354
692e5677a118250868db171410a1bdf8,"Love, like Bread, Should be Made Fresh Everday",Jacquie,Jacqueline Wallace,59532,3.8,93,-1.0,108,-1.0,108,108,354
154a941da31a575e8553abf58800d349,The Petting Zoo,jimmyomeara,Jimmy O&#39;Meara,59555,3.8,95,-1.0,110,-1.0,110,110,354
b000f6551c687e9bb9f3074af1615609,Odd Couple,SHHGilligan,S H G,59575,3.8,96,-1.0,111,-1.0,111,111,354
1f7dfda990c3c67203a066dbb3481b2a,Reflection,wckauf,WILLIAM KAUFMANN,59030,3.75,101,-1.0,116,-1.0,116,116,354
b8e8db77de2f653900bc911bb416ab03,Anti-Gravity,austinknauer,Austin Knauer,59156,3.67,104,-1.0,118,-1.0,118,118,354
4ab30cd4ffda32893ea7106aa18484b1,Pryes of Kilisut Harbor,hollyroland,Holly Roland,59422,3.67,106,-1.0,119,-1.0,119,119,354
34e74144a56df8312baa54b66c3824bb,The Dying Problem,Mattbenny,Matthew Benedict,58798,3.6,109,-1.0,121,-1.0,121,121,354
41f99b2077b10df31e62554fcd18b278,Boots,PaulLuikart,Paul Luikart,59012,3.6,110,-1.0,122,-1.0,122,122,354
1c563eaf507e557e78b83b92b8a16b9b,An Evening At The Bing Bing,AlinNarman,Alin-Ayhan Narman,59104,3.6,111,-1.0,123,-1.0,123,123,354
8d55594368cf0559fa10f70345f90e38,Education,michaelovera,Michael Overa,59342,3.6,112,-1.0,124,-1.0,124,124,354
a768f268e0b8c6ec2d67d365c19bb276,Syndrome,everediting,Everett Roberts,59395,3.6,113,-1.0,125,-1.0,125,125,354
8eae346c8206e0d4ecc4daf3228da7a0,Virdian,KyleeNikole13,Kylee Webb,59229,3.6,114,-1.0,126,-1.0,126,126,354
e4d7aa1a7c20a7063956c69b358375f6,Wild,kevin42069,kevin sterne,59489,3.6,115,-1.0,127,-1.0,127,127,354
17a95508fa3e94fd5532ba9a8f0881d7,The Speckled Snail,makihome,John Maki,59604,3.6,116,-1.0,128,-1.0,128,128,354
855b19028e0689bb455a4a0f8c23bc3c,Chasing a Dream,williamfrench,William French,58983,3.5,118,-1.0,129,-1.0,129,129,354
2a6242ad449bd0def543105dd6ac0d8c,The Robins' Eggs,joaoserro,Joao Serro,59092,3.5,119,-1.0,130,-1.0,130,130,354
d4ec319a329add0ae7d2b731e90ee649,Second Coming,scelambert,Scott Lambert,59251,3.5,120,-1.0,131,-1.0,131,131,354
b6afeae236ea5aa4b783cc68b1c2a8b5,Blue Light Meditation Glasses,joekuttler,Joseph Kuttler,59277,3.5,121,-1.0,132,-1.0,132,132,354
f694131e504c32a7f0ea4d5db4ce242c,The Phareng,babatdordkhar,Babatdor Dkhar,59535,3.5,126,-1.0,136,-1.0,136,136,354
6d060a7420d0aa525b3af9d88f991858,After Matters,noreengraf,Noreen Graf,58830,3.4,132,-1.0,142,-1.0,142,142,354
3f1d13bc7765975e95ade69fab6fa430,Rich Kids Room,chasinelkhart,Charles Merkel,58889,3.33,133,-1.0,143,-1.0,143,143,354
1fe20554ebd23a4f57131e8cb7970e8e,Let It Bleed,jimgilligan,Jim Gilligan,59013,3.33,134,-1.0,144,-1.0,144,144,354
5fb7b0978daf786c4ac0c8e434c35017,Homecoming,jWilliams,J Williams,59151,3.25,138,-1.0,146,-1.0,146,146,354
e9e71f0f18d488892d057f6992cfea4a,The Girl in the Red Beret,graceguo,Grace Guo,59321,3.25,140,-1.0,148,-1.0,148,148,354
8749e45d1864207a7fff334a3a1e04c4,Ms. Sparkly,gracefreedson,Grace Freedson,59360,3.25,141,-1.0,149,-1.0,149,149,354
e1c6165698779ad88d21516da058f0f1,Fart Man,cwheelan,Charles Wheelan,59387,3.25,142,-1.0,150,-1.0,150,150,354
9a46daf667bb3b34e252e05d5739fab5,Deliverance,stef7sa,Stef Smulders,59470,3.25,143,-1.0,151,-1.0,151,151,354
06e037f302a0f213a7f046c34634d3e4,When the Flowers Come,kristenwilson,Kristen Wilson,59201,3.2,145,-1.0,153,-1.0,153,153,354
f20ddd78d2c8c13f2c31bf93fe15c341,Easter Lamb,brianwebb196,Brian Webb,59148,3.2,149,-1.0,157,-1.0,157,157,354
7904ba77d04fa56cb5a2ada71152cdb1,A Kind of Death,stephenfitterman,Stephen Fitterman,58991,3.17,151,-1.0,159,-1.0,159,159,354
101c3d29bc8b33c1f69ad9d47b0b5856,"""The Stenographer""",nickgallup,Nick Gallup,59082,3.17,152,-1.0,160,-1.0,160,160,354
5e9dbf7a80efa51ca99c194fa89b2d94,Hapless Walt,miriamliberatore,Miriam Liberatore,59343,3.17,153,-1.0,161,-1.0,161,161,354
dacc4b3f67204b29bbf63d96cff3d3c0,Underwater,Ethanvonday,Ethan Vonday,59390,3.17,154,-1.0,162,-1.0,162,162,354
fb29b3284bffa92fa8c38f040b8599af,Whispers in the Dark,shadaphoenix,Jordan Morse,59583,3.17,155,-1.0,163,-1.0,163,163,354
dde1ab22a9d1a4b7203b9ea9fe0fb73a,At the eleventh hour,stewartlowe,Stewart Lowe,58895,3.0,156,-1.0,164,-1.0,164,164,354
f3adf78f057400eedb62b917ac9cc980,A Night At Memoren Diner,victorvahl,Victor Vahl,58934,3.0,157,-1.0,165,-1.0,165,165,354
4c38c6de726fbe2adab7f81a5245cd32,The Man Who Would Kill God,rmayhorn,Ronnie Mayhorn,59051,3.0,158,-1.0,166,-1.0,166,166,354
d278cfb0f574bf7b3ff72fd2d76d7fd7,Cream by the Tablespoon ,dalfonzowilliams,Dalfonzo Williams,59053,3.0,159,-1.0,167,-1.0,167,167,354
9578607a692f9380d2c5e20f595f6aa8,Memory's Noise,kristinchemis,Kristin Chemis,59065,3.0,160,-1.0,168,-1.0,168,168,354
954f12bcf8c031f1c5790c2811fb3dd8,Almost Real ,rosperez,Ros Perez,59090,3.0,162,-1.0,169,-1.0,169,169,354
61ee7da5fbee8fc623faf886644909b2,An Obtuse Label,rayrichards,Ray Richards,59100,3.0,163,-1.0,170,-1.0,170,170,354
b62c76679c317b3365aaea5f6c04b279,She'd Love Him Forever,Dennisq27,Dennis Quinn,59108,3.0,168,-1.0,175,-1.0,175,175,354
3ac9a7c22e00cf320458e1288a936c87,Up the Ridge,backwordsman,Chris O’Connor,59232,2.8,169,-1.0,176,-1.0,176,176,354
26404cb12668b6ee9c49af0d5a75d3d9,Draft Notice,JamesBaldwin,James Baldwin,59234,2.8,170,-1.0,177,-1.0,177,177,354
6e1dbc33af24f20668daa0c5a447bb2b,Blizzardness,andersonlope,Jonina Anderson-Lopez,59316,2.8,171,-1.0,178,-1.0,178,178,354
c80b3dedea488ea09cdddde6857cfb7e,Close to Home/In a Nearby Universe,phouseman,Phyllis Houseman,58821,2.8,172,-1.0,179,-1.0,179,179,354
9a1be5243d39812f8375a6fc0e1b34bb,The Art of Being Okay,nicolejoyal,Nicole Joyal,59425,2.8,173,-1.0,180,-1.0,180,180,354
84daceb1ad1dbb42547aa623dd8e735f,Hidden Hurt in the Dirt,suzanneeaton,Suzanne Eaton,59015,2.75,175,-1.0,182,-1.0,182,182,354
646336d3d826f28e375ab5a2548a8cfd,Journey ,alcardon,Alexander Cardona,59603,2.67,178,-1.0,184,-1.0,184,184,354
6f6ee9492a9c83d9de6f4114c95225eb,The Eye of the Holder,rlherring,Richard Herring,59117,2.6,182,-1.0,188,-1.0,188,188,354
63f491c4011879677c74a25f79dbc1fd,Wolf on FIre,petertrivelas,Peter Trivelas,58820,2.5,183,-1.0,189,-1.0,189,189,354
d4978cebd7476f4dc0ab61538e0e0044,The Guide Dog,emily222,Emily Jennings,58944,2.5,185,-1.0,190,-1.0,190,190,354
23b9875875382f0a7389c55015679999,Catch and Release,cmwrite,Chris Melton,59093,2.5,186,-1.0,191,-1.0,191,191,354
84a022765f8b7d8b763a1bd7b9b436ef,The Final Running of the Corinthian Cup,Dgor88,Daniel Gorman,59607,2.5,187,-1.0,192,-1.0,192,192,354
f10db0ca0f5603b308cd081a7dcad539,The Girl After Gone Girls,kon_kal_1990,Konstantina Kalliontzi,58938,2.4,189,-1.0,194,-1.0,194,194,354
95125f1d9c0a6e2857808eeaad103fc7,Occupied Memories,aangwafo,Anye Angwafo,59495,2.2,196,-1.0,199,-1.0,199,199,354
b7e9ac58e4dfe9eb157cbd02cfd86fca,Maggie,Wealftheow,savannah rubalcava,59582,2.2,197,-1.0,200,-1.0,200,200,354
d6d748a9e7f244be3e962760f9c59364,Heart of Gold,MarkAlpert,Mark Alpert,58613,4.0,92,-1.0,101,-1.0,101,101,350
d43d646f64301509ce7ddbcd63f621e4,The Dancing Night,kendrahurteau,Kendra Hurteau,58659,4.0,93,-1.0,102,-1.0,102,102,350
56aa3fe8f4644d0799296782f45016d2,There Is A Red Fox,thedorffj,Jonah Thedorff,58698,4.0,95,-1.0,104,-1.0,104,104,350
31918eda7f074889638641b66b953c6f,Deliverance,stef7sa,Stef Smulders,58155,3.8,100,-1.0,109,-1.0,109,109,350
510d953db5d272d4af60899af34b8237,A Deadly Serious Joke,alexvisser,Alex Visser,58451,3.8,102,-1.0,111,-1.0,111,111,350
26a00e3e9639387df501a8b9eaeb3d3d,The Feedlot,BabzHerrera,Barbara Herrera,58462,3.8,103,-1.0,112,-1.0,112,112,350
832c1116692f8ae517fb523097220da3,"""50 WAYS TO MEET YOUR LOVER""",nickgallup,Nick Gallup,58599,3.8,105,-1.0,114,-1.0,114,114,350
23d4fc73d331d58074f80406c1c37251,The Sandbar Oasis,grubbde,David Grubb,57996,3.8,106,-1.0,115,-1.0,115,115,350
92f39b0631ba8086466332386fcc7910,Peppermint,h1pavic,Haley Pavic,58133,3.75,107,-1.0,116,-1.0,116,116,350
b471e21fdb70b75d0a296e03c6de9e75,Paws,runjimrun,Jim Brennan,58183,3.75,108,-1.0,117,-1.0,117,117,350
11e7525c27cc2278869eb1fdbe9de3ed,Bury Me Not On the Lone Prairie,Aschley,Andrew Schley,58286,3.75,109,-1.0,118,-1.0,118,118,350
e4882c4bb52902f2d2ea470826434194,Scenes,kevinbray,Kevin Ralph Bray,58318,3.75,111,-1.0,120,-1.0,120,120,350
c31be3a48fddedd994604dff9532851c,The Landlord,tuckerpennington,Tucker Pennington,58562,3.75,112,-1.0,121,-1.0,121,121,350
388da98199990be2ecd30c8eadb0d043,The Water's Skin,sydneyrivera,Sydney Rivera,58572,3.75,113,-1.0,122,-1.0,122,122,350
54f786b0408bb1e2a4ef3ad43d6c3eb8,Cephalopod,amberwest2,Amber West,58756,3.75,114,-1.0,123,-1.0,123,123,350
163e023da31a2444c6c638ce5999a137,The Sweet And The Strange,mromeo,Mark Romeo,58291,3.67,115,-1.0,124,-1.0,124,124,350
22f777ed353c18831a4e3def7ca47d53,Say Something Funny for the Busan Ligts,noahsaunders,Noah Saunders,57980,3.67,116,-1.0,125,-1.0,125,125,350
50417680a4c2a74fb53dd97e292ee0d8,What Kind of Person,brontreanor,Bron Treanor,58001,3.6,117,-1.0,126,-1.0,126,126,350
47666d07780d48bab5bdd58bfdf420ae,Clint Eastwood and the Bay of Despair,sandrasneeringer,Sandra Sneeringer,58177,3.5,124,-1.0,133,-1.0,133,133,350
e5055de32b6db70491ce73014e99136b,Fireworks Season,hayleighworgan,Hayleigh Worgan,58482,3.5,126,-1.0,135,-1.0,135,135,350
70cd9987d8c5a686a25ebd1916a5ca18,The Wait,marytharin,Mary Tharin,58699,3.5,128,-1.0,137,-1.0,137,137,350
ccd47978cba693b5433b44803ee1332e,Rage Stranger Dot Com,gregoryjeffers,Gregory Jeffers,58726,3.5,129,-1.0,138,-1.0,138,138,350
72507ffc37fc6ea057cc3f6b6b43ebd6,Hot Springs,alisaus,Alisa Ungar-Sargon,58436,3.4,131,-1.0,140,-1.0,140,140,350
e4397ea621c914a3ab6c6b1b566fb188,Sins of the Father,brianwebb196,Brian Webb,58206,3.4,132,-1.0,141,-1.0,141,141,350
27f284c4052c920e83474409f43fbe44,Doppelgänger,rickast4p,Rick Kast,58297,3.33,137,-1.0,146,-1.0,146,146,350
84922ddb2e63230a8a7021aee4a2c449,Elevator,tawnisilva,Tawni Silva,58028,3.25,143,-1.0,149,-1.0,149,149,350
5e8d4234b5ad6ce775c5f32fc9962f7c,Retrievers,SuzannaG,Suzanna Goertzen,58360,3.25,146,-1.0,152,-1.0,152,152,350
510b5cce565e6b48027eacc2e4d25683,Letter to Harrison ,Annasymphony,Anna Popkov,58602,3.25,147,-1.0,153,-1.0,153,153,350
3107c9830bfefa6ae20c47efe7c72502,The Golden Legacy of Rico Yan,sk3853,Pia Koh,58709,3.25,148,-1.0,154,-1.0,154,154,350
82f96b2157c4e69ac235b6bf571e2e68,Can't Let Go My Father's Hand,paulattmere,Paul Attmere,58720,3.25,149,-1.0,155,-1.0,155,155,350
